time              3.534000000e-09
                 x                y                z              rxy                G               Bx               By               Bz                m                q           nmacro           rmacro               ID              fEx              fEy              fEz              fBx              fBy              fBz            G_cnt            G_his 
  -6.155818750e-03  6.326342060e-03  6.217065956e-01  8.827044145e-03  1.243570818e+00 -1.420874360e-05  1.241486550e-05  5.944454353e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.100000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.800000000e+01  1.242985000e+00 
  -6.119656589e-03 -7.273761340e-03  6.841348451e-01  9.505672033e-03  1.243604900e+00 -1.256731669e-05 -1.325364353e-05  5.944752454e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.200000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  2.100000000e+01  1.242995000e+00 
  -6.084467344e-03  1.360806665e-04  5.799116242e-01  6.085988893e-03  1.243358127e+00 -1.104222376e-05  2.259574587e-06  5.942593098e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.300000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.600000000e+01  1.243005000e+00 
  -6.049668311e-03 -2.136211523e-03  6.423591379e-01  6.415752984e-03  1.243412953e+00 -9.126203926e-06 -4.595338314e-07  5.943073029e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.400000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.900000000e+01  1.243015000e+00 
  -6.024795906e-03  2.472958444e-03  7.047812757e-01  6.512579303e-03  1.243440422e+00 -1.585975293e-05  1.772246185e-06  5.943313444e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.500000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  2.000000000e+01  1.243025000e+00 
  -5.991050854e-03 -3.681479990e-03  5.453424670e-01  7.031783931e-03  1.243461281e+00 -1.353508566e-05 -8.854332183e-06  5.943495984e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.600000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.600000000e+01  1.243035000e+00 
  -5.958789443e-03  1.230599953e-03  6.077558873e-01  6.084533497e-03  1.243479351e+00 -1.196078595e-05  1.715328176e-06  5.943654116e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.700000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.700000000e+01  1.243045000e+00 
  -5.927211899e-03 -9.493091665e-04  6.701681967e-01  6.002751768e-03  1.243496225e+00 -1.041308764e-05 -1.668526542e-06  5.943801763e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.800000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.500000000e+01  1.243055000e+00 
  -5.895644095e-03  4.198839883e-03  5.661892070e-01  7.238016003e-03  1.243512897e+00 -8.284600292e-06  9.283257392e-06  5.943947636e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  3.900000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.200000000e+01  1.243065000e+00 
  -5.873981675e-03 -4.832428948e-03  6.286019853e-01  7.606315156e-03  1.243530279e+00 -1.494241605e-05 -7.264047859e-06  5.944099709e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.000000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.700000000e+01  1.243075000e+00 
  -5.843688593e-03  6.783986686e-04  6.910165578e-01  5.882934737e-03  1.243549597e+00 -1.291594541e-05  5.501991755e-06  5.944268717e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.100000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.000000000e+01  1.243085000e+00 
  -5.814466801e-03 -1.524714472e-03  5.870440557e-01  6.011054682e-03  1.243573273e+00 -1.138596579e-05 -5.777237152e-06  5.944475825e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.200000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.700000000e+01  1.243095000e+00 
  -5.785705421e-03  3.232814088e-03  6.494741264e-01  6.627629603e-03  1.243609320e+00 -9.797750926e-06  4.800626903e-06  5.944791116e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.300000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.000000000e+01  1.243105000e+00 
  -5.756496749e-03 -2.838531892e-03  7.116461246e-01  6.418295578e-03  1.243366972e+00 -7.315016006e-06 -6.103843842e-06  5.942670535e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.400000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.000000000e+01  1.243115000e+00 
