ID,x position [m] ,y position [m],z position [m],"Bx, speed in x [%c]","By, speed in y [%c]","Bz, speed in z [%c]","G, relativistic gamma factor"
112,-0.004565888208,-0.005456901323,0.6223687683,-9.013407697e-06,-1.468542583e-05,0.5943433494,1.24345414
113,-0.004429631133,0.0004568497929,0.6847621068,6.300261558e-05,-8.153568319e-06,0.5947692786,1.243941307
114,-0.004574611522,-0.001758689456,0.5813093866,-0.0001007858624,-3.508663246e-05,0.5944236226,1.243545894
115,-0.004545678672,0.002938051265,0.6437300877,-4.275490815e-05,1.559230142e-05,0.5944378097,1.243562103
116,-0.004526692632,-0.003130310705,0.7061497104,-2.817155406e-05,-6.600665738e-06,0.5944549195,1.243581662
117,-0.004507849803,0.001599528239,0.5456569049,8.948645218e-05,-2.238781492e-05,0.5941593269,1.243243954
118,-0.004488410155,-0.0006029536526,0.6080477837,8.830749875e-05,1.235522561e-05,0.5941788233,1.243266214
119,-0.004474836605,0.005019054523,0.6710287072,-4.188092628e-06,6.199111832e-06,0.5944652958,1.243593524
120,-0.004471984905,-0.004076823337,0.5673630523,-1.076188526e-05,-7.271486788e-06,0.5950211437,1.244229812
121,-0.004362117618,0.001001770202,0.6294578818,-9.326618962e-06,2.111181445e-06,0.5947009952,1.243863141
122,-0.004345971726,-0.001140168409,0.6920124018,-7.584907326e-06,-1.598039271e-06,0.5947957683,1.243971632
123,-0.004436123985,0.003794429219,0.5879537016,-1.320697791e-05,2.254661956e-06,0.5940489694,1.243117976
124,-0.004512592941,-0.002438244429,0.650343198,-8.206254394e-05,-4.493677484e-05,0.5940743319,1.243146929
125,-0.00452587217,0.002272124295,0.712726195,-9.332959063e-05,3.876886596e-05,0.5940894225,1.243164154
126,-0.004340029592,-7.186518059e-05,0.5526544471,9.000812292e-05,-5.472204358e-06,0.5944800217,1.243610368
127,-0.004386829008,0.008089530842,0.6154861621,-9.453272708e-06,1.401833335e-05,0.5943908797,1.243508458
128,-0.004373891141,-0.008775811926,0.6778986761,-7.981298263e-06,-1.791681371e-05,0.5944058376,1.243525554
129,-0.004320045315,3.223371855e-05,0.5744154956,-6.475425679e-05,2.218330016e-06,0.594759998,1.243930683
130,-0.004322902713,-0.002246434982,0.6368733796,-7.41906413e-05,-3.015103806e-05,0.5947821775,1.243956077
131,-0.004317301686,0.002337446011,0.6993330952,-7.296743822e-05,3.435806313e-05,0.5948074755,1.243985043
132,-0.004338546115,-0.00385095981,0.5944179827,-1.229275027e-05,-2.476214853e-06,0.5937391393,1.242764643
133,-0.004424299534,0.001143366646,0.6568340193,-3.19100198e-05,2.945649584e-06,0.5938141864,1.242850183
134,-0.004416637541,-0.001078545429,0.7192063829,-3.541827496e-05,-1.099417523e-05,0.5938410112,1.242880766
135,-0.004303466116,0.003986599689,0.5410234712,-8.010879466e-06,1.177918632e-05,0.593894783,1.242942079
136,-0.00428756435,-0.005122671075,0.6039014438,-1.01939075e-05,-9.782933276e-06,0.5943627712,1.243476334
137,-0.004314699544,0.0005785639748,0.6657648987,4.923454853e-05,-3.102512776e-06,0.5939362543,1.24298938
138,-0.004159104123,-0.001597807924,0.5623515117,3.905794377e-05,1.404132354e-05,0.5948559873,1.244040592
139,-0.00418486274,0.003051076722,0.6248135575,1.574540142e-06,1.055739328e-05,0.5948750763,1.244062454
140,-0.004154415908,-0.002935941914,0.6872775155,1.464223174e-05,3.723406103e-06,0.5948939928,1.244084122
141,-0.004288854223,0.001726238824,0.5836345694,-9.812928391e-05,3.151041607e-05,0.594381509,1.243497758
142,-0.004281633388,-0.0005092503927,0.6460521719,-9.021667171e-05,-8.881287791e-06,0.5944104106,1.243530789
143,-0.004209480295,0.005337549608,0.707776648,-6.712982315e-06,1.076918653e-05,0.5942502237,1.243347748
144,-0.004196557087,-0.006149716855,0.5483763243,-4.333243032e-06,-1.074726443e-05,0.5943048025,1.243410097
145,-0.004167162008,0.0003039598182,0.6102666619,8.295669149e-05,-2.82437099e-06,0.5941841284,1.243272271
146,-0.004143319331,-0.001919249267,0.6726639845,9.10136507e-05,4.03862041e-05,0.5942018172,1.243292473
147,-0.004092281227,0.00265116564,0.5695964348,-3.680586168e-05,1.616608408e-05,0.5948327257,1.244013953
148,-0.004123898246,-0.003379860152,0.6320618878,-2.85046101e-05,-2.304157402e-05,0.5948506881,1.244034523
149,-0.004073846807,0.001391082451,0.694516254,-2.364616671e-05,6.759176878e-06,0.594856982,1.244041731
150,-0.004239840097,-0.0007903912459,0.5902328297,-7.214099148e-05,-1.080964251e-05,0.5940532432,1.243122858
151,-0.004127610308,0.004553885316,0.6526120683,-7.594250485e-06,-6.039220868e-06,0.5940655786,1.243136931
152,-0.00411928557,-0.004396237422,0.714991817,-9.580883231e-06,3.924059985e-06,0.594084827,1.243158899
153,-0.004033850919,0.0008365596603,0.5551620901,8.004236877e-05,-9.328994063e-06,0.5946990655,1.243860939
154,-0.004011658143,-0.001322410901,0.6173508916,8.5250967e-05,1.606783094e-05,0.5944835888,1.243614446
155,-0.004057424824,0.003485542288,0.6798168072,2.166852309e-05,-1.186260609e-05,0.594535165,1.243673419
156,-0.00406661837,-0.002600650834,0.576666657,-8.503943274e-05,-4.571429885e-05,0.5945908093,1.243737073
157,-0.004063482638,0.002017885606,0.6391056211,-7.839860851e-05,3.133530331e-05,0.5946045301,1.243752767
158,-0.004060654387,-0.0002332170856,0.7015410258,-7.341175437e-05,-7.862665236e-07,0.5946173621,1.243767446
159,-0.00404750889,0.006521444221,0.5969870482,-5.116259726e-06,1.431162578e-05,0.5943802964,1.243496362
160,-0.004045071256,-0.006981135017,0.6593991715,-1.188551645e-05,-1.072620646e-05,0.5943948855,1.243513036
161,-0.004120641066,0.0001687089045,0.7214785137,-1.188133498e-05,-1.439933754e-06,0.5939011738,1.242949368
162,-0.004101286148,-0.002136422274,0.5374004403,1.413905309e-05,4.935153746e-06,0.5939147024,1.242964797
163,-0.004086537661,0.002557169314,0.5997633732,1.792480837e-05,-1.025457445e-05,0.5939333726,1.242986092
164,-0.004023061088,-0.00363152003,0.6621350427,1.923765834e-06,-5.597986934e-06,0.5939603422,1.243016855
165,-0.003908671608,0.001244939739,0.5581637922,5.816529324e-05,-1.414992786e-05,0.5946233925,1.243774343
166,-0.003889450434,-0.0008968558576,0.6206442161,6.079727687e-05,1.220703291e-05,0.5946654322,1.243822446
167,-0.003964851374,0.004282710588,0.68310111,-1.312176164e-06,1.84117574e-05,0.5946987443,1.243860565
168,-0.003961024512,-0.004743382573,0.5797698285,-2.619137663e-06,8.138315484e-06,0.5944775954,1.243607586
169,-0.003974848722,0.0007087523088,0.6421822458,-8.039742712e-05,1.007171556e-05,0.594486594,1.243617882
170,-0.00397899671,-0.001495341205,0.7046093684,-8.858788363e-05,-2.781469444e-05,0.5945008162,1.243634146
171,-0.003959278594,0.003300893651,0.5440984303,5.771161087e-05,-3.697013778e-05,0.5940586955,1.24312908
172,-0.003940533121,-0.002797960368,0.6064802072,7.28596605e-05,3.840953607e-05,0.5940799862,1.243153381
173,-0.003921211428,0.001864322367,0.6688646397,6.875980349e-05,-2.360474659e-05,0.5940999994,1.243176222
174,-0.00382083136,-0.0003599167626,0.5656548058,1.075285227e-05,4.517984127e-06,0.5949356969,1.244131898
175,-0.00390796499,0.005838800634,0.627909846,-1.373051016e-05,8.180461735e-06,0.5944837721,1.243614649
176,-0.003895047987,-0.005576464314,0.690084177,-9.988844543e-06,-1.264632753e-05,0.5942739158,1.243374811
177,-0.003955570799,0.0004412721633,0.586463645,-8.250009379e-05,7.438962561e-06,0.5941138569,1.243192042
178,-0.003952302449,-0.001813692281,0.648864195,-8.015563117e-05,-2.9695546e-05,0.5941337419,1.243214743
179,-0.003954771271,0.002943070234,0.7112612452,-8.129976647e-05,5.309637899e-05,0.5941512583,1.243234742
180,-0.003818208968,-0.003154186606,0.5510575554,8.216439699e-05,5.661936417e-05,0.594391094,1.243508712
181,-0.003796325349,0.001543603636,0.6134774923,8.21244831e-05,-2.329589497e-05,0.5944045663,1.243524108
182,-0.003778615007,-0.0006367369725,0.6758943809,7.99927337e-05,5.460066138e-06,0.5944199699,1.243541714
183,-0.003831489715,0.00493876025,0.5728351698,-3.493860357e-06,-6.544160349e-06,0.5948063993,1.243983804
184,-0.003812653864,-0.004130877972,0.6352915542,-1.377837882e-05,-8.965661206e-06,0.5948270243,1.244007422
185,-0.003779933913,0.0009766972116,0.6977407547,-5.406694144e-05,1.052652406e-05,0.5948343232,1.244015783
186,-0.003899843227,-0.001217758516,0.5932313106,-4.582381457e-05,-1.033622773e-05,0.5940451427,1.243113611
187,-0.003859691734,0.003784354776,0.6553568043,-5.024036317e-05,4.097226749e-05,0.5938170992,1.242853507
188,-0.003890778295,-0.002483533176,0.7177447424,-4.43264314e-05,-2.082941047e-05,0.5938613946,1.242904008
189,-0.003832249545,0.002203338271,0.5395288404,3.768540787e-05,-1.838450012e-05,0.5938565212,1.24289845
190,-0.003823898272,-0.0001033340036,0.6018961996,2.907273347e-05,-2.537502965e-06,0.5938772848,1.242922126
191,-0.003763654997,0.007628897918,0.6647647123,-8.696095444e-06,1.43916229e-05,0.5943696239,1.243484165
192,-0.003753681889,-0.007629049875,0.5607857741,-7.210967208e-06,-1.453505045e-05,0.5943842599,1.243500892
193,-0.003650723321,9.926195382e-05,0.6231774054,4.230627174e-05,6.965719092e-07,0.5948223687,1.244002092
194,-0.003628197797,-0.002127453621,0.6856358962,5.081190439e-05,2.480462196e-05,0.5948418916,1.244024451
195,-0.003766661102,0.0024583222,0.5821199643,-8.689106273e-05,5.163549554e-05,0.5944428207,1.243567839
196,-0.003749823896,-0.003766783529,0.6445489665,-5.951980885e-05,-5.071350099e-05,0.5944655448,1.243593814
197,-0.003762980116,0.001205888272,0.7069763253,-8.313735255e-05,1.850762232e-05,0.5945038954,1.243637666
198,-0.003699426953,-0.0009848947745,0.5462894545,7.205069929e-05,1.150361601e-05,0.5940565105,1.243126587
199,-0.003688502111,0.004127082637,0.6086857615,1.69563644e-05,4.798405792e-06,0.5940873591,1.24316179
200,-0.00369547921,-0.004933876527,0.671081865,-1.518493447e-05,-3.29476135e-05,0.5941094847,1.243187046
201,-0.003606665278,0.0006306716995,0.5679751745,-1.568666759e-05,2.642342908e-06,0.5948365675,1.244018351
202,-0.003599985526,-0.001530512558,0.6304398063,-1.717820857e-05,-2.964446177e-06,0.5948527648,1.2440369
203,-0.00358600499,0.003123615144,0.6929071968,-1.360097533e-05,6.225291383e-06,0.5948721403,1.244059092
204,-0.003735585845,-0.00293946743,0.5887633521,-6.824968122e-05,-4.847180428e-05,0.5941008796,1.243177229
205,-0.003737750847,0.00181697483,0.6511417846,-7.21099989e-05,2.490971866e-05,0.5941180304,1.243196805
206,-0.003728830753,-0.0004438510299,0.7135265015,-6.453545366e-05,-6.586814334e-06,0.5941389023,1.243220631
207,-0.003631614115,0.005575270278,0.5539301344,-7.483012931e-06,1.151931109e-05,0.5944572431,1.243584317
208,-0.003622112361,-0.005840522349,0.6163726101,-5.996761428e-06,-9.805539125e-06,0.5945004809,1.243633754
209,-0.003536759888,0.0003661872235,0.6781874078,7.943542271e-05,-3.191261245e-06,0.5944319468,1.243555405
210,-0.003585017796,-0.001854689861,0.5750887727,-6.516670301e-05,-2.988470028e-05,0.5946347818,1.243787376
211,-0.003581780012,0.002776333038,0.6375434694,-6.566562293e-05,3.902881153e-05,0.5946563222,1.243812023
212,-0.003578282934,-0.003275952644,0.6999946184,-6.549698011e-05,-4.888648885e-05,0.5946730579,1.243831175
213,-0.003666532194,0.001512361954,0.595292461,-1.928665948e-05,5.992981822e-06,0.5938784008,1.242923398
214,-0.003653257247,-0.0007186625766,0.657653341,-1.894696719e-05,-3.511927688e-06,0.593896153,1.242943642
215,-0.003576932296,0.004732299215,0.7200111398,-7.766512081e-06,3.947792835e-06,0.5939052006,1.24295396
216,-0.003570801429,-0.004267700611,0.5418508567,1.388386614e-06,-6.635363202e-06,0.5939974734,1.243059215
217,-0.003583220799,0.000917487303,0.6042371348,4.878762401e-05,-1.171014891e-05,0.5940283392,1.243094436
218,-0.003565606755,-0.001274525133,0.6666142435,5.005926502e-05,1.105711136e-05,0.5940513747,1.243120723
219,-0.00344596494,0.003545467188,0.5632869758,2.544930501e-05,-1.348400743e-05,0.5949825261,1.244185556
220,-0.003439795645,-0.00246574855,0.6255036523,2.386138924e-05,1.623818458e-05,0.5947693492,1.243941385
221,-0.003432143774,0.002057985641,0.687983114,2.251971701e-05,-6.793893484e-06,0.5947985569,1.243974825
222,-0.003563225596,-0.0001658221316,0.5842666071,-7.457635933e-05,-1.154580363e-06,0.5942476336,1.243344795
223,-0.003505000656,0.00698798871,0.6462650756,-4.728034464e-06,1.719520996e-05,0.5943585472,1.243471507
224,-0.003493324291,-0.006523144682,0.708677749,-8.037428264e-07,-1.591664207e-05,0.5943736555,1.243488773
225,-0.003476289477,0.0002310783427,0.5487318366,6.909196489e-05,-5.304070912e-06,0.5942851161,1.243387611
226,-0.003457191554,-0.002006320034,0.6111304845,7.400615692e-05,3.46873493e-05,0.5943008792,1.243405621
227,-0.003439074873,0.002584476655,0.673530318,7.564645736e-05,-4.616206895e-05,0.5943159951,1.243422892
228,-0.003410286292,-0.003455914695,0.5704739081,-3.222303715e-05,-2.729408487e-05,0.5948847755,1.244073566
229,-0.003404552123,0.001324975069,0.6329355326,-2.666506808e-05,1.192220353e-05,0.5949008391,1.244091965
230,-0.003413197531,-0.0008345880244,0.6954356292,-3.617952614e-05,-3.959104742e-06,0.5949545321,1.244153479
231,-0.003464687046,0.00441512193,0.5908466679,-1.585799289e-05,2.880307193e-06,0.593907059,1.24295608
232,-0.003453173484,-0.0045713833,0.6532305771,-1.34516495e-05,-6.27653435e-06,0.5939363358,1.242989471
233,-0.003523547726,0.0007910938246,0.7156067086,-5.374796545e-05,9.765504584e-06,0.593966253,1.2430236
234,-0.003359834132,-0.001391700814,0.5558446791,5.977283689e-05,1.68689266e-05,0.59461732,1.243767396
235,-0.003344108251,0.003332961437,0.6182798747,6.26902431e-05,-5.095438842e-05,0.5946376316,1.243790638
236,-0.003325496102,-0.00264170603,0.680720942,6.632827722e-05,4.525938519e-05,0.5946477222,1.243802183
237,-0.003398136738,0.001943982139,0.5775087178,-6.787249842e-05,3.713876699e-05,0.5946242086,1.243775279
238,-0.003396098479,-0.0003033500183,0.6399410886,-6.308975751e-05,-7.149271784e-06,0.594636664,1.243789528
239,-0.00338546371,0.006149540696,0.7018146019,-2.865180349e-06,1.058099315e-05,0.5944395527,1.243564093
240,-0.003385497131,-0.005337699303,0.5978477206,-9.656913079e-06,-1.091047895e-05,0.5944655687,1.243593836
241,-0.003447802157,0.000512519118,0.6600034628,-6.734678952e-06,1.363210435e-06,0.5940332267,1.243100011
242,-0.003427705187,-0.0017280756,0.7219955706,5.887227669e-06,5.784742634e-06,0.5936889829,1.242707489
